"velocity:0","velocity:1","velocity:2","Points:0","Points:1","Points:2"
6.8091,-3.921,0,0.0082806,-0.0077021,0
7.1912,-4.1407,0,0.03087,-0.020678,0
5.9945,-3.4537,0,0.007438,-0.0071489,0
6.2907,-3.624,0,0.031748,-0.021129,0
5.0949,-2.9367,0,0.0065919,-0.0066048,0
5.285,-3.0459,0,0.032624,-0.021588,0
4.1505,-2.3933,0,0.0057428,-0.0060683,0
4.2288,-2.4381,0,0.033497,-0.022054,0
3.2248,-1.8601,0,0.0048913,-0.0055379,0
3.1962,-1.8433,0,0.034369,-0.022525,0
2.3748,-1.3702,0,0.0040376,-0.0050128,0
2.2438,-1.2944,0,0.03524,-0.023001,0
1.6294,-0.94029,0,0.003182,-0.0044919,0
1.3952,-0.80523,0,0.03611,-0.02348,0
0.99169,-0.5724,0,0.002325,-0.0039747,0
0.65083,-0.37499,0,0.036978,-0.023963,0
0.45268,-0.26132,0,0.0014666,-0.0034604,0
11.214,-6.1197,0,0.017606,-0.018089,0
11.247,-6.1734,0,0.018424,-0.018144,0
11.09,-6.1199,0,0.016802,-0.016607,0
11.283,-6.2328,0,0.019483,-0.018046,0
11.247,-6.3183,0,0.0206,-0.017402,0
10.922,-6.1387,0,0.016179,-0.014809,0
11.252,-6.3511,0,0.021616,-0.01749,0
10.808,-6.1043,0,0.015444,-0.013897,0
11.212,-6.3529,0,0.022605,-0.017646,0
10.661,-6.0451,0,0.014691,-0.013056,0
11.113,-6.3192,0,0.023573,-0.017859,0
10.467,-5.9575,0,0.013923,-0.012273,0
10.954,-6.2447,0,0.024522,-0.018119,0
10.221,-5.833,0,0.013142,-0.011538,0
10.734,-6.1335,0,0.025456,-0.018418,0
9.9181,-5.6733,0,0.012349,-0.010843,0
10.457,-5.9856,0,0.026376,-0.018749,0
9.5594,-5.4777,0,0.011545,-0.010181,0
10.121,-5.8017,0,0.027287,-0.019108,0
9.1427,-5.2464,0,0.010732,-0.0095462,0
9.7196,-5.5787,0,0.028189,-0.01949,0
8.6638,-4.9773,0,0.0099113,-0.0089346,0
9.2454,-5.3118,0,0.029084,-0.019891,0
8.1154,-4.6666,0,0.0090839,-0.0083419,0
8.6855,-4.9943,0,0.029973,-0.020307,0
7.4878,-4.309,0,0.0082507,-0.007765,0
8.0244,-4.6175,0,0.030857,-0.020738,0
6.7705,-3.8987,0,0.0074126,-0.0072012,0
7.2463,-4.1722,0,0.031738,-0.021179,0
5.9581,-3.4327,0,0.0065704,-0.0066482,0
6.3437,-3.6544,0,0.032616,-0.02163,0
5.0618,-2.9177,0,0.0057247,-0.0061043,0
5.334,-3.074,0,0.033491,-0.022089,0
4.122,-2.3769,0,0.0048759,-0.0055678,0
4.2716,-2.4626,0,0.034365,-0.022554,0
3.2017,-1.8468,0,0.0040246,-0.0050376,0
3.2305,-1.8631,0,0.035236,-0.023025,0
2.3575,-1.3602,0,0.0031711,-0.0045125,0
2.2691,-1.3089,0,0.036107,-0.023501,0
1.6175,-0.93345,0,0.0023157,-0.0039918,0
1.4116,-0.81467,0,0.036976,-0.02398,0
0.98449,-0.56825,0,0.0014588,-0.0034746,0
0.6588,-0.37954,0,0.037844,-0.024463,0
0.44939,-0.25942,0,0.00060046,-0.0029603,0
11.175,-6.0608,0,0.016664,-0.018042,0
11.296,-6.1001,0,0.017999,-0.019157,0
11.32,-6.1688,0,0.0189,-0.018975,0
11.031,-6.0773,0,0.015883,-0.016218,0
11.355,-6.2547,0,0.020223,-0.018742,0
11.314,-6.3538,0,0.021488,-0.017914,0
10.858,-6.103,0,0.015292,-0.014301,0
11.317,-6.3861,0,0.0225,-0.018001,0
10.746,-6.0695,0,0.014561,-0.013391,0
11.275,-6.3874,0,0.023487,-0.018155,0
10.602,-6.0118,0,0.013811,-0.01255,0
11.174,-6.353,0,0.024451,-0.018366,0
10.412,-5.9261,0,0.013046,-0.011768,0
11.013,-6.2777,0,0.025399,-0.018625,0
10.169,-5.8034,0,0.012267,-0.011034,0
10.792,-6.1662,0,0.026331,-0.018923,0
9.869,-5.6452,0,0.011476,-0.01034,0
10.515,-6.0183,0,0.02725,-0.019254,0
9.5126,-5.4508,0,0.010673,-0.0096781,0
10.178,-5.8343,0,0.028159,-0.019612,0
9.0978,-5.2205,0,0.0098613,-0.0090441,0
9.7774,-5.6112,0,0.02906,-0.019993,0
8.6205,-4.9523,0,0.0090415,-0.0084328,0
9.3032,-5.3445,0,0.029954,-0.020393,0
8.0736,-4.6424,0,0.0082148,-0.0078405,0
8.7432,-5.0271,0,0.030842,-0.02081,0
7.4474,-4.2857,0,0.0073822,-0.0072638,0
8.0817,-4.6502,0,0.031726,-0.021239,0
6.7318,-3.8764,0,0.0065447,-0.0067002,0
7.3028,-4.2045,0,0.032607,-0.021681,0
5.9218,-3.4119,0,0.0057029,-0.0061474,0
6.3982,-3.6856,0,0.033484,-0.022131,0
5.0289,-2.8987,0,0.0048575,-0.0056037,0
5.3845,-3.103,0,0.034359,-0.02259,0
4.0934,-2.3604,0,0.0040091,-0.0050674,0
4.3154,-2.4879,0,0.035232,-0.023055,0
3.1786,-1.8335,0,0.0031579,-0.0045373,0
3.2658,-1.8834,0,0.036103,-0.023526,0
2.3403,-1.3503,0,0.0023046,-0.0040123,0
2.2952,-1.324,0,0.036973,-0.024001,0
1.6057,-0.92664,0,0.0014494,-0.0034916,0
1.4285,-0.82445,0,0.037842,-0.024481,0
0.97729,-0.5641,0,0.00059255,-0.0029745,0
0.66709,-0.38427,0,0.038711,-0.024963,0
0.44607,-0.2575,0,-0.00026565,-0.0024603,0
11.118,-6.0088,0,0.01566,-0.017753,0
11.27,-6.0051,0,0.016758,-0.019572,0
11.408,-6.0759,0,0.018564,-0.020635,0
11.409,-6.1729,0,0.01961,-0.019944,0
10.967,-6.0385,0,0.014975,-0.015739,0
11.419,-6.2922,0,0.021115,-0.019207,0
11.381,-6.3892,0,0.022376,-0.018427,0
10.795,-6.0671,0,0.014406,-0.013793,0
11.382,-6.4223,0,0.023385,-0.018511,0
10.685,-6.0346,0,0.013678,-0.012884,0
11.338,-6.4222,0,0.024368,-0.018664,0
10.544,-5.9785,0,0.012932,-0.012045,0
11.235,-6.3871,0,0.02533,-0.018874,0
10.356,-5.8946,0,0.012169,-0.011263,0
11.073,-6.3112,0,0.026276,-0.019131,0
10.117,-5.7737,0,0.011392,-0.01053,0
10.852,-6.1994,0,0.027206,-0.019428,0
9.8198,-5.617,0,0.010602,-0.0098363,0
10.574,-6.0513,0,0.028124,-0.019758,0
9.4657,-5.4239,0,0.0098013,-0.0091755,0
10.237,-5.8673,0,0.029032,-0.020115,0
9.0528,-5.1946,0,0.0089906,-0.0085419,0
9.8363,-5.6444,0,0.029931,-0.020496,0
8.5771,-4.9273,0,0.0081717,-0.0079311,0
9.3622,-5.3779,0,0.030824,-0.020896,0
8.0316,-4.6182,0,0.0073457,-0.007339,0
8.8022,-5.0607,0,0.031712,-0.021312,0
7.407,-4.2625,0,0.0065138,-0.0067627,0
8.1405,-4.6836,0,0.032595,-0.021741,0
6.6934,-3.8543,0,0.0056768,-0.0061993,0
7.3608,-4.2376,0,0.033475,-0.022182,0
5.8857,-3.3911,0,0.0048354,-0.0056467,0
6.4542,-3.7177,0,0.034352,-0.022632,0
4.9959,-2.8797,0,0.0039904,-0.0051031,0
5.4363,-3.1328,0,0.035226,-0.023091,0
4.0649,-2.344,0,0.0031422,-0.0045669,0
4.3604,-2.5137,0,0.036099,-0.023556,0
3.1557,-1.8203,0,0.0022913,-0.0040369,0
3.3022,-1.9044,0,0.03697,-0.024026,0
2.3232,-1.3404,0,0.0014381,-0.003512,0
2.3222,-1.3395,0,0.03784,-0.024502,0
1.5939,-0.91983,0,0.00058306,-0.0029914,0
1.4462,-0.83461,0,0.038709,-0.024981,0
0.97003,-0.5599,0,-0.00027365,-0.0024744,0
0.67578,-0.38923,0,0.039577,-0.025463,0
0.44271,-0.25557,0,-0.0011318,-0.0019602,0
11.206,-5.9312,0,0.015474,-0.019368,0
11.05,-5.9616,0,0.01463,-0.017278,0
11.373,-5.9611,0,0.017044,-0.021112,0
11.563,-6.0663,0,0.019629,-0.022496,0
11.497,-6.1999,0,0.020561,-0.020757,0
10.899,-6.0006,0,0.014044,-0.015212,0
11.489,-6.3289,0,0.022,-0.019739,0
11.449,-6.4258,0,0.023264,-0.01894,0
10.733,-6.0311,0,0.013519,-0.013285,0
11.447,-6.4597,0,0.024269,-0.019022,0
10.624,-5.9995,0,0.012796,-0.012378,0
11.402,-6.4572,0,0.02525,-0.019173,0
10.485,-5.945,0,0.012052,-0.011539,0
11.297,-6.4215,0,0.02621,-0.019382,0
10.301,-5.863,0,0.011292,-0.010759,0
11.134,-6.3451,0,0.027153,-0.019638,0
10.065,-5.7439,0,0.010518,-0.010026,0
10.912,-6.233,0,0.028081,-0.019934,0
9.7707,-5.5887,0,0.0097294,-0.0093332,0
10.634,-6.0848,0,0.028998,-0.020263,0
9.4189,-5.3969,0,0.0089296,-0.0086728,0
10.297,-5.9009,0,0.029904,-0.020619,0
9.0078,-5.1687,0,0.00812,-0.0080398,0
9.8964,-5.6783,0,0.030803,-0.020999,0
8.5337,-4.9022,0,0.007302,-0.0074293,0
9.4225,-5.4121,0,0.031695,-0.021398,0
7.9898,-4.5942,0,0.0064768,-0.0068376,0
8.8626,-5.0949,0,0.032582,-0.021814,0
7.3668,-4.2394,0,0.0056455,-0.0062615,0
8.2008,-4.718,0,0.033464,-0.022243,0
6.655,-3.8323,0,0.0048089,-0.0056983,0
7.4203,-4.2717,0,0.034343,-0.022683,0
5.8495,-3.3703,0,0.003968,-0.005146,0
6.5116,-3.7506,0,0.03522,-0.023134,0
4.9629,-2.8607,0,0.0031232,-0.0046025,0
5.4895,-3.1633,0,0.036094,-0.023592,0
4.0365,-2.3277,0,0.0022753,-0.0040665,0
4.4069,-2.5404,0,0.036966,-0.024056,0
3.1328,-1.8071,0,0.0014247,-0.0035366,0
3.3399,-1.926,0,0.037837,-0.024527,0
2.306,-1.3305,0,0.00057168,-0.0030118,0
2.3502,-1.3556,0,0.038706,-0.025002,0
1.582,-0.91295,0,-0.00028325,-0.0024913,0
1.4646,-0.84525,0,0.039575,-0.025481,0
0.9627,-0.55567,0,-0.0011399,-0.0019743,0
0.68492,-0.39446,0,0.040443,-0.025963,0
0.43938,-0.25366,0,-0.0019979,-0.0014602,0
11.307,-5.8475,0,0.015256,-0.021161,0
11.114,-5.8869,0,0.014285,-0.018588,0
10.97,-5.9368,0,0.013745,-0.016532,0
11.49,-5.9145,0,0.017378,-0.022802,0
11.557,-6.2632,0,0.02168,-0.020998,0
11.67,-6.1992,0,0.021822,-0.022695,0
10.837,-5.9592,0,0.013101,-0.014757,0
11.547,-6.3791,0,0.022984,-0.02005,0
11.515,-6.4644,0,0.024153,-0.019453,0
10.67,-5.995,0,0.012634,-0.012777,0
11.513,-6.496,0,0.025155,-0.019533,0
10.563,-5.9645,0,0.011914,-0.011871,0
11.466,-6.4928,0,0.026132,-0.019682,0
10.427,-5.9115,0,0.011173,-0.011034,0
11.36,-6.4562,0,0.027089,-0.019889,0
10.246,-5.8312,0,0.010416,-0.010254,0
11.196,-6.3794,0,0.02803,-0.020144,0
10.013,-5.7141,0,0.009643,-0.0095224,0
10.973,-6.2669,0,0.028957,-0.020439,0
9.7215,-5.5604,0,0.0088564,-0.0088299,0
10.695,-6.1188,0,0.029871,-0.020767,0
9.3719,-5.3698,0,0.0080579,-0.0081702,0
10.358,-5.9353,0,0.030777,-0.021123,0
8.9627,-5.1427,0,0.0072494,-0.0075376,0
9.9578,-5.713,0,0.031674,-0.021502,0
8.4903,-4.8774,0,0.0064323,-0.0069275,0
9.4842,-5.4469,0,0.032565,-0.021901,0
7.9481,-4.5703,0,0.0056078,-0.0063361,0
8.9246,-5.1301,0,0.033451,-0.022316,0
7.3268,-4.2164,0,0.0047771,-0.0057603,0
8.2627,-4.7533,0,0.034333,-0.022745,0
6.6166,-3.8102,0,0.0039411,-0.0051974,0
7.4814,-4.3066,0,0.035212,-0.023185,0
5.8133,-3.3495,0,0.0031005,-0.0046452,0
6.5706,-3.7844,0,0.036088,-0.023635,0
4.93,-2.8418,0,0.0022561,-0.0041019,0
5.5442,-3.1947,0,0.036961,-0.024093,0
4.0082,-2.3113,0,0.0014085,-0.003566,0
4.4548,-2.5679,0,0.037833,-0.024557,0
3.11,-1.7939,0,0.00055802,-0.0030362,0
3.379,-1.9484,0,0.038704,-0.025027,0
2.2888,-1.3206,0,-0.00029478,-0.0025116,0
2.3795,-1.3725,0,0.039573,-0.025502,0
1.57,-0.90602,0,-0.0011496,-0.0019911,0
1.484,-0.85645,0,0.040441,-0.025981,0
0.95542,-0.55147,0,-0.0020061,-0.0014742,0
0.69454,-0.39995,0,0.041309,-0.026464,0
0.43613,-0.25179,0,-0.002864,-0.00096016,0
11.412,-5.7749,0,0.015165,-0.022891,0
11.203,-5.7833,0,0.013741,-0.020448,0
11.049,-5.8211,0,0.013057,-0.018331,0
10.912,-5.8819,0,0.012667,-0.016223,0
11.714,-5.971,0,0.019668,-0.024872,0
11.634,-5.8169,0,0.017277,-0.025135,0
11.793,-6.1148,0,0.021867,-0.024703,0
11.725,-6.2925,0,0.023192,-0.022603,0
11.626,-6.3274,0,0.022873,-0.021306,0
10.771,-5.9224,0,0.012206,-0.014222,0
11.63,-6.423,0,0.024024,-0.020675,0
11.581,-6.5022,0,0.025042,-0.019966,0
10.607,-5.9592,0,0.011748,-0.012269,0
11.58,-6.5316,0,0.02604,-0.020044,0
10.502,-5.9297,0,0.011032,-0.011364,0
11.531,-6.5287,0,0.027014,-0.020192,0
10.368,-5.8778,0,0.010295,-0.010528,0
11.424,-6.4912,0,0.027969,-0.020397,0
10.19,-5.7993,0,0.0095393,-0.0097494,0
11.258,-6.4138,0,0.028908,-0.020651,0
9.9604,-5.6841,0,0.0087685,-0.0090185,0
11.036,-6.3014,0,0.029832,-0.020945,0
9.6722,-5.5319,0,0.0079835,-0.0083267,0
10.757,-6.1536,0,0.030746,-0.021272,0
9.3249,-5.3427,0,0.0071864,-0.0076675,0
10.421,-5.9703,0,0.031649,-0.021627,0
8.9177,-5.1169,0,0.0063789,-0.0070354,0
10.021,-5.7482,0,0.032546,-0.022005,0
8.4471,-4.8526,0,0.0055627,-0.0064257,0
9.5474,-5.4826,0,0.033436,-0.022404,0
7.9065,-4.5464,0,0.004739,-0.0058347,0
8.9881,-5.1662,0,0.034321,-0.022818,0
7.2867,-4.1933,0,0.0039088,-0.0052591,0
8.3261,-4.7895,0,0.035202,-0.023246,0
6.5783,-3.7881,0,0.0030733,-0.0046965,0
7.544,-4.3424,0,0.03608,-0.023686,0
5.7773,-3.3287,0,0.0022331,-0.0041445,0
6.6312,-3.8191,0,0.036956,-0.024136,0
4.8971,-2.8229,0,0.001389,-0.0036013,0
5.6006,-3.227,0,0.037829,-0.024593,0
3.9798,-2.2949,0,0.00054162,-0.0030656,0
4.5045,-2.5964,0,0.0387,-0.025058,0
3.0869,-1.7806,0,-0.00030861,-0.0025359,0
3.4198,-1.9718,0,0.039571,-0.025528,0
2.2714,-1.3106,0,-0.0011612,-0.0020113,0
2.4103,-1.3902,0,0.04044,-0.026003,0
1.558,-0.89916,0,-0.0020159,-0.0014909,0
1.5044,-0.86821,0,0.041308,-0.026481,0
0.94833,-0.54738,0,-0.0028723,-0.00097407,0
0.70469,-0.40576,0,0.042175,-0.026964,0
0.43297,-0.24997,0,-0.0037301,-0.00046011,0
11.555,-5.6536,0,0.014759,-0.025457,0
11.333,-5.6376,0,0.012932,-0.022998,0
11.115,-5.6996,0,0.012123,-0.020011,0
10.981,-5.802,0,0.012317,-0.017648,0
10.853,-5.8364,0,0.011731,-0.015864,0
11.776,-5.7289,0,0.017317,-0.027404,0
11.856,-5.8852,0,0.01973,-0.027065,0
11.934,-6.0631,0,0.02235,-0.026631,0
11.852,-6.2587,0,0.023801,-0.024241,0
11.739,-6.3853,0,0.024267,-0.02215,0
11.657,-6.3882,0,0.02371,-0.021267,0
10.714,-5.8701,0,0.01117,-0.013924,0
11.695,-6.451,0,0.024815,-0.021186,0
11.649,-6.5386,0,0.025931,-0.02048,0
10.544,-5.9235,0,0.010863,-0.011761,0
11.648,-6.568,0,0.026926,-0.020556,0
10.441,-5.8945,0,0.01015,-0.010857,0
11.597,-6.5647,0,0.027897,-0.020701,0
10.309,-5.8438,0,0.0094159,-0.010022,0
11.488,-6.5264,0,0.028849,-0.020905,0
10.135,-5.7672,0,0.0086631,-0.0092447,0
11.322,-6.4489,0,0.029785,-0.021158,0
9.9081,-5.6538,0,0.0078942,-0.0085146,0
11.099,-6.3367,0,0.030708,-0.02145,0
9.6226,-5.5034,0,0.0071108,-0.0078235,0
10.821,-6.189,0,0.03162,-0.021777,0
9.2778,-5.3158,0,0.0063149,-0.0071649,0
10.485,-6.006,0,0.032522,-0.022131,0
8.8728,-5.0913,0,0.0055085,-0.0065332,0
10.085,-5.7844,0,0.033417,-0.022509,0
8.404,-4.8279,0,0.0046932,-0.0059239,0
9.6122,-5.5193,0,0.034307,-0.022906,0
7.8649,-4.5226,0,0.0038701,-0.0053332,0
9.0532,-5.2032,0,0.035191,-0.02332,0
7.2466,-4.1704,0,0.0030406,-0.004758,0
8.3912,-4.8266,0,0.036072,-0.023748,0
6.54,-3.7661,0,0.0022055,-0.0041955,0
7.6084,-4.3792,0,0.036949,-0.024188,0
5.7412,-3.308,0,0.0013657,-0.0036437,0
6.6935,-3.8547,0,0.037824,-0.024637,0
4.8642,-2.8039,0,0.00052195,-0.0031007,0
5.6589,-3.2604,0,0.038697,-0.025094,0
3.9512,-2.2784,0,-0.00032521,-0.0025651,0
4.5561,-2.626,0,0.039568,-0.025559,0
3.0638,-1.7673,0,-0.0011752,-0.0020356,0
3.4624,-1.9964,0,0.040438,-0.026028,0
2.2542,-1.3006,0,-0.0020277,-0.0015111,0
2.4426,-1.4087,0,0.041306,-0.026503,0
1.5464,-0.89245,0,-0.0028822,-0.00099077,0
1.5259,-0.88061,0,0.042174,-0.026982,0
0.94138,-0.54338,0,-0.0037385,-0.00047397,0
0.71544,-0.41187,0,0.043042,-0.027464,0
0.42981,-0.24816,0,-0.0045962,3.9942e-05,0
11.696,-5.5359,0,0.014456,-0.028008,0
11.457,-5.5071,0,0.012243,-0.025432,0
11.2,-5.5737,0,0.011182,-0.021891,0
10.966,-5.702,0,0.01104,-0.018204,0
10.793,-5.7758,0,0.010618,-0.015588,0
11.932,-5.6136,0,0.017261,-0.030046,0
11.996,-5.7917,0,0.019735,-0.029288,0
12.078,-5.9767,0,0.022466,-0.028771,0
12.016,-6.2591,0,0.025031,-0.02599,0
11.842,-6.3905,0,0.025056,-0.023176,0
10.648,-5.8315,0,0.010254,-0.013408,0
11.776,-6.4735,0,0.025597,-0.021928,0
11.72,-6.575,0,0.026821,-0.020993,0
10.482,-5.8873,0,0.0099778,-0.011253,0
11.715,-6.605,0,0.027812,-0.021067,0
10.38,-5.8591,0,0.0092688,-0.01035,0
11.664,-6.6005,0,0.02878,-0.021211,0
10.25,-5.8098,0,0.0085375,-0.0095166,0
11.554,-6.5623,0,0.029729,-0.021414,0
10.079,-5.7349,0,0.007787,-0.00874,0
11.387,-6.4848,0,0.030663,-0.021665,0
9.8554,-5.6235,0,0.00702,-0.0080106,0
11.164,-6.3725,0,0.031584,-0.021956,0
9.573,-5.4751,0,0.0062381,-0.0073202,0
10.886,-6.225,0,0.032494,-0.022281,0
9.2309,-5.289,0,0.0054436,-0.0066622,0
10.55,-6.0425,0,0.033395,-0.022635,0
8.828,-5.0656,0,0.0046382,-0.006031,0
10.151,-5.8215,0,0.034289,-0.023012,0
8.361,-4.8032,0,0.0038237,-0.0054221,0
9.6786,-5.5569,0,0.035177,-0.023409,0
7.8234,-4.4987,0,0.0030013,-0.0048318,0
9.12,-5.2411,0,0.036061,-0.023823,0
7.2067,-4.1474,0,0.0021724,-0.0042568,0
8.4581,-4.8646,0,0.036941,-0.02425,0
6.5017,-3.7441,0,0.0013377,-0.0036946,0
7.6746,-4.4169,0,0.037818,-0.024689,0
5.705,-3.2871,0,0.00049834,-0.003143,0
6.7579,-3.8914,0,0.038692,-0.025138,0
4.831,-2.7847,0,-0.00034512,-0.0026002,0
5.7194,-3.295,0,0.039564,-0.025595,0
3.9225,-2.2619,0,-0.001192,-0.0020646,0
4.61,-2.6569,0,0.040435,-0.026059,0
3.0408,-1.754,0,-0.0020419,-0.0015352,0
3.5071,-2.022,0,0.041304,-0.026529,0
2.2373,-1.2909,0,-0.0028941,-0.0010108,0
2.4765,-1.4283,0,0.042173,-0.027003,0
1.535,-0.88586,0,-0.0037485,-0.0004906,0
1.5486,-0.89367,0,0.043041,-0.027482,0
0.93447,-0.53939,0,-0.0046047,2.6141e-05,0
0.72676,-0.41828,0,0.043908,-0.027964,0
0.42666,-0.24635,0,-0.0054623,0.00053999,0
11.595,-5.3764,0,0.011755,-0.028083,0
11.843,-5.4459,0,0.014646,-0.030445,0
11.337,-5.3898,0,0.0099151,-0.024909,0
11.095,-5.5071,0,0.0095928,-0.02116,0
10.877,-5.649,0,0.0097657,-0.017509,0
10.724,-5.7184,0,0.0094421,-0.015164,0
12.138,-5.5022,0,0.01776,-0.033296,0
12.104,-5.7576,0,0.020239,-0.03071,0
12.204,-5.8352,0,0.021909,-0.031196,0
12.173,-6.1087,0,0.024596,-0.028761,0
11.945,-6.3967,0,0.025904,-0.024215,0
10.581,-5.7985,0,0.0093807,-0.012833,0
11.839,-6.5193,0,0.02656,-0.022277,0
11.79,-6.6123,0,0.027711,-0.021507,0
10.421,-5.8508,0,0.0090932,-0.010744,0
11.785,-6.642,0,0.028698,-0.021579,0
10.319,-5.8236,0,0.0083876,-0.0098433,0
11.732,-6.6374,0,0.029663,-0.021721,0
10.191,-5.7757,0,0.0076592,-0.0090109,0
11.621,-6.5989,0,0.03061,-0.021922,0
10.023,-5.7024,0,0.0069111,-0.0082352,0
11.453,-6.521,0,0.031542,-0.022172,0
9.8026,-5.5933,0,0.0061459,-0.0075067,0
11.23,-6.4088,0,0.03246,-0.022462,0
9.5235,-5.4468,0,0.0053656,-0.006817,0
10.952,-6.2618,0,0.033369,-0.022786,0
9.1841,-5.2622,0,0.0045723,-0.0061595,0
10.617,-6.0799,0,0.034268,-0.023139,0
8.7832,-5.0399,0,0.003768,-0.0055288,0
10.218,-5.8595,0,0.035161,-0.023515,0
8.3179,-4.7785,0,0.0029543,-0.0049203,0
9.7468,-5.5954,0,0.036048,-0.023912,0
7.7819,-4.4749,0,0.0021326,-0.0043303,0
9.1886,-5.28,0,0.036931,-0.024325,0
7.1667,-4.1244,0,0.0013042,-0.0037556,0
8.5268,-4.9036,0,0.03781,-0.024752,0
6.4633,-3.722,0,0.00047001,-0.0031936,0
7.7429,-4.4557,0,0.038686,-0.025191,0
5.6687,-3.2661,0,-0.00036902,-0.0026422,0
6.8245,-3.9294,0,0.03956,-0.025639,0
4.7978,-2.7656,0,-0.0012122,-0.0020996,0
5.7824,-3.331,0,0.040432,-0.026096,0
3.8939,-2.2454,0,-0.0020588,-0.0015642,0
4.6663,-2.6892,0,0.041302,-0.02656,0
3.0181,-1.741,0,-0.0029085,-0.0010349,0
3.5539,-2.049,0,0.042171,-0.027029,0
2.2206,-1.2813,0,-0.0037606,-0.00051056,0
2.5123,-1.4488,0,0.04304,-0.027504,0
1.5236,-0.8793,0,-0.0046148,9.5811e-06,0
1.5724,-0.90739,0,0.043907,-0.027982,0
0.92755,-0.53539,0,-0.0054709,0.00052625,0
0.73857,-0.42501,0,0.044774,-0.028464,0
0.42345,-0.24449,0,-0.0063284,0.00104,0
11.748,-5.2217,0,0.011167,-0.031172,0
11.47,-5.2157,0,0.0088217,-0.027866,0
12.013,-5.2859,0,0.014199,-0.03377,0
11.198,-5.3063,0,0.0078603,-0.02384,0
10.971,-5.4615,0,0.0081466,-0.020028,0
10.788,-5.5923,0,0.0084319,-0.016847,0
10.642,-5.6982,0,0.0085998,-0.014312,0
12.322,-5.6376,0,0.020793,-0.034121,0
12.329,-5.9602,0,0.024247,-0.031471,0
12.149,-6.3839,0,0.027241,-0.026463,0
12.28,-6.2353,0,0.026723,-0.028893,0
12.015,-6.4647,0,0.027062,-0.0245,0
10.504,-5.7795,0,0.0086268,-0.012042,0
11.915,-6.5553,0,0.027433,-0.022844,0
11.861,-6.6505,0,0.028602,-0.022022,0
10.359,-5.8139,0,0.0082088,-0.010236,0
11.855,-6.6802,0,0.029585,-0.022091,0
10.257,-5.7873,0,0.0075068,-0.0093363,0
11.801,-6.675,0,0.030546,-0.022231,0
10.131,-5.7413,0,0.0067812,-0.0085051,0
11.689,-6.6356,0,0.03149,-0.02243,0
9.9661,-5.6703,0,0.0060353,-0.0077304,0
11.521,-6.5578,0,0.03242,-0.022679,0
9.7499,-5.5632,0,0.005272,-0.0070028,0
11.298,-6.4459,0,0.033337,-0.022968,0
9.4741,-5.4184,0,0.0044932,-0.0063137,0
11.02,-6.2996,0,0.034243,-0.023291,0
9.1372,-5.2352,0,0.0037011,-0.0056568,0
10.686,-6.1183,0,0.035142,-0.023643,0
8.7384,-5.0142,0,0.0028978,-0.0050266,0
10.288,-5.8985,0,0.036033,-0.024019,0
8.2749,-4.7538,0,0.0020849,-0.0044185,0
9.8167,-5.6349,0,0.036919,-0.024415,0
7.7405,-4.4511,0,0.0012639,-0.0038289,0
9.2591,-5.3199,0,0.037801,-0.024827,0
7.1267,-4.1013,0,0.00043602,-0.0032544,0
8.5975,-4.9437,0,0.038679,-0.025254,0
6.4248,-3.6997,0,-0.0003977,-0.0026927,0
7.8133,-4.4958,0,0.039555,-0.025692,0
5.6322,-3.2451,0,-0.0012364,-0.0021415,0
6.8937,-3.9689,0,0.040428,-0.026141,0
4.7647,-2.7466,0,-0.0020792,-0.001599,0
5.848,-3.3686,0,0.0413,-0.026597,0
3.8657,-2.2292,0,-0.0029257,-0.0010637,0
4.7252,-2.7231,0,0.04217,-0.027061,0
2.9957,-1.7281,0,-0.0037751,-0.0005345,0
3.6033,-2.0773,0,0.043038,-0.02753,0
2.204,-1.2717,0,-0.0046271,-1.0291e-05,0
2.5499,-1.4704,0,0.043906,-0.028004,0
1.5121,-0.8727,0,-0.0054812,0.00050976,0
1.5974,-0.92176,0,0.044774,-0.028482,0
0.92049,-0.5313,0,-0.0063371,0.0010264,0
0.75098,-0.43209,0,0.04564,-0.028964,0
0.4201,-0.24256,0,-0.0071945,0.0015401,0
11.906,-5.0842,0,0.010799,-0.034238,0
11.621,-5.0475,0,0.0079622,-0.031097,0
11.306,-5.0584,0,0.0055726,-0.027087,0
12.171,-5.1113,0,0.013497,-0.037175,0
12.31,-5.2771,0,0.016754,-0.037212,0
11.051,-5.2499,0,0.0060632,-0.022458,0
10.849,-5.4189,0,0.0067496,-0.018832,0
10.687,-5.5653,0,0.0073737,-0.015819,0
10.557,-5.6958,0,0.0079523,-0.013288,0
12.459,-5.4358,0,0.01992,-0.037325,0
12.468,-5.8084,0,0.023785,-0.03413,0
12.446,-6.0909,0,0.026488,-0.031611,0
12.398,-6.3448,0,0.028712,-0.029219,0
12.286,-6.4701,0,0.02905,-0.02723,0
12.126,-6.5556,0,0.028741,-0.025029,0
12.047,-6.5482,0,0.028094,-0.024269,0
10.432,-5.7568,0,0.0078437,-0.011325,0
11.983,-6.5972,0,0.028321,-0.02327,0
11.933,-6.6898,0,0.029493,-0.022536,0
10.297,-5.7764,0,0.0073247,-0.0097273,0
11.926,-6.7179,0,0.030472,-0.022603,0
10.195,-5.7504,0,0.0066261,-0.0088293,0
11.871,-6.7125,0,0.03143,-0.022741,0
10.071,-5.707,0,0.0059034,-0.0079993,0
