"velocity:0","velocity:1","velocity:2","Points:0","Points:1","Points:2"
12.598,1.9865,0,1.244,0.086366,0
13.407,1.982,0,1.2521,0.094547,0
11.781,1.7406,0,1.2279,0.078053,0
11.779,1.5639,0,1.2197,0.077671,0
12.454,1.4032,0,1.2115,0.085051,0
13.026,1.2066,0,1.2033,0.092629,0
13.109,0.17539,0,1.3337,0.083794,0
14.091,-0.21159,0,1.3421,0.093188,0
13.632,0.50274,0,1.3255,0.089083,0
14.122,0.78667,0,1.3175,0.094549,0
14.081,1.082,0,1.3092,0.094836,0
13.135,1.66,0,1.2925,0.08701,0
13.831,1.7374,0,1.2846,0.095074,0
14.018,1.3406,0,1.301,0.095019,0
14.317,1.8465,0,1.2685,0.10315,0
14.437,1.758,0,1.2766,0.10331,0
14.93,-0.5532,0,1.3502,0.10244,0
15.617,-0.84626,0,1.3582,0.11143,0
16.122,-1.0777,0,1.3662,0.12028,0
16.378,-1.2249,0,1.3745,0.12872,0
16.27,-1.401,0,1.3832,0.13025,0
16.123,-1.5077,0,1.3918,0.13214,0
16.018,-1.2753,0,1.3998,0.14403,0
15.843,-0.96056,0,1.408,0.15744,0
16.417,12.044,0,0.56388,-0.10041,0
16.53,11.099,0,0.56785,-0.10431,0
16.1,12.646,0,0.55992,-0.096441,0
16.435,12.595,0,0.55593,-0.096562,0
15.631,10.777,0,0.57205,-0.10087,0
11.708,-6.1472,0,0.37763,-0.11805,0
11.429,-5.2651,0,0.37323,-0.1145,0
11.102,-4.0476,0,0.36908,-0.1147,0
10.434,-1.3235,0,0.36092,-0.11886,0
10.128,0.046309,0,0.35682,-0.12289,0
10.805,-2.8021,0,0.36498,-0.11482,0
11.559,3.3815,0,0.31965,-0.12436,0
11.781,3.4707,0,0.3157,-0.12381,0
12.057,3.3131,0,0.31175,-0.1276,0
12.326,3.1556,0,0.30783,-0.13154,0
12.594,3.0058,0,0.30385,-0.13548,0
12.857,2.861,0,0.29983,-0.13944,0
12.907,2.6639,0,0.30019,-0.14346,0
9.9895,1.1272,0,0.35261,-0.12292,0
9.9247,2.0334,0,0.34832,-0.12691,0
10.057,2.595,0,0.34396,-0.1269,0
10.336,2.8692,0,0.3394,-0.12694,0
10.956,2.8671,0,0.33108,-0.12931,0
11.234,2.8851,0,0.32696,-0.13046,0
11.348,3.2377,0,0.32357,-0.12569,0
12.508,-8.4423,0,0.38575,-0.11337,0
12.142,-7.4881,0,0.38162,-0.11388,0
14.338,-10.63,0,0.40929,-0.11484,0
14.136,-10.301,0,0.40561,-0.11844,0
13.891,-9.8677,0,0.40216,-0.122,0
13.546,-9.8083,0,0.39811,-0.11899,0
13.203,-9.6173,0,0.39401,-0.11591,0
15.161,-10.857,0,0.42081,-0.11514,0
14.756,-11.03,0,0.41701,-0.11113,0
14.501,-10.937,0,0.41314,-0.11107,0
12.866,-9.2582,0,0.38982,-0.11278,0
15.344,-11.348,0,0.42479,-0.11122,0
18.4,-15.751,0,0.45959,-0.10473,0
18.038,-15.878,0,0.45569,-0.10459,0
18.136,-15.349,0,0.45186,-0.10834,0
17.633,-14.984,0,0.44806,-0.10791,0
17.425,-13.894,0,0.44422,-0.11125,0
16.626,-13.626,0,0.44033,-0.1073,0
16.197,-12.898,0,0.43645,-0.10726,0
15.816,-12.338,0,0.43257,-0.1072,0
15.477,-11.942,0,0.42868,-0.10721,0
18.733,-15.429,0,0.46349,-0.1048,0
21.162,-12.705,0,0.47582,-0.11291,0
20.115,-13.911,0,0.47159,-0.10889,0
19.052,-14.922,0,0.46749,-0.10483,0
18.635,7.5813,0,0.53128,-0.098528,0
18.869,6.1916,0,0.52731,-0.098596,0
20.074,4.466,0,0.52325,-0.10258,0
21.177,2.6956,0,0.51916,-0.10651,0
22.146,0.91708,0,0.51501,-0.11036,0
22.964,-0.80145,0,0.51085,-0.11417,0
22.162,-2.4699,0,0.50664,-0.11,0
22.105,-4.1364,0,0.50252,-0.10991,0
22.736,-5.6063,0,0.49856,-0.11359,0
22.975,-7.3389,0,0.4935,-0.11622,0
22.025,-9.1231,0,0.48885,-0.1123,0
21.023,-10.844,0,0.48418,-0.10864,0
20.753,-12.037,0,0.47993,-0.10879,0
17.668,11.79,0,0.54959,-0.10011,0
18.126,11.312,0,0.54709,-0.10123,0
18.563,10.554,0,0.54319,-0.10175,0
18.952,9.6243,0,0.53918,-0.1021,0
16.668,12.38,0,0.5526,-0.096489,0
18.371,8.8185,0,0.53522,-0.098436,0
15.11,-0.013401,0,1.7424,1.0028,0
15.13,-0.026009,0,1.6863,0.95508,0
15.153,-0.03585,0,1.6322,0.90688,0
15.179,-0.043723,0,1.5791,0.85852,0
15.209,-0.049106,0,1.5276,0.80951,0
15.241,-0.051776,0,1.4765,0.76048,0
15.279,-0.051225,0,1.4264,0.71052,0
15.32,-0.046388,0,1.3762,0.66055,0
15.365,-0.036405,0,1.3261,0.61059,0
15.413,-0.020781,0,1.2763,0.56105,0
15.462,-0.00025616,0,1.2263,0.51221,0
15.51,0.023531,0,1.1755,0.4647,0
15.561,0.046595,0,1.123,0.41842,0
16.116,-0.78507,0,1.3946,0.16501,0
16.352,-0.50973,0,1.3747,0.17442,0
16.496,-0.32239,0,1.3575,0.17508,0
16.534,-0.15995,0,1.3453,0.17679,0
16.497,0.053878,0,1.3287,0.18131,0
16.329,0.38333,0,1.2969,0.18076,0
16.46,0.281,0,1.3099,0.17761,0
16.173,0.4242,0,1.2836,0.1866,0
16.001,0.3345,0,1.2709,0.2044,0
15.85,0.26229,0,1.2494,0.22117,0
15.742,0.18303,0,1.221,0.23124,0
15.718,-0.012467,0,1.1662,0.23424,0
15.676,0.050346,0,1.1835,0.22526,0
15.824,-0.021683,0,1.1224,0.26095,0
15.787,0.033533,0,1.0984,0.29007,0
15.791,-0.070841,0,1.1429,0.23829,0
15.623,0.071508,0,1.0701,0.37122,0
15.706,0.07705,0,1.0661,0.32705,0
15.89,0.8792,0,1.5974,0.14093,0
15.647,0.88947,0,1.5882,0.13925,0
14.652,0.29599,0,1.5153,0.14417,0
14.738,0.12113,0,1.5029,0.14994,0
14.76,-0.074787,0,1.4887,0.15247,0
14.768,-0.30134,0,1.4736,0.15222,0
14.659,-0.59212,0,1.4599,0.1451,0
14.685,-1.232,0,1.4411,0.1325,0
14.53,-0.98232,0,1.4497,0.1345,0
13.334,-1.0116,0,1.4643,0.10557,0
13.535,-0.55474,0,1.4726,0.11394,0
13.669,-0.010078,0,1.4887,0.11926,0
14.065,0.050284,0,1.4925,0.13055,0
14.518,0.030161,0,1.4942,0.14408,0
13.801,-1.195,0,1.4564,0.11465,0
14.27,-1.2378,0,1.4489,0.12414,0
13.443,6.4281,0,0.6132,-0.10847,0
13.638,6.6503,0,0.60914,-0.10836,0
14.489,7.9716,0,0.59271,-0.10654,0
13.786,7.4664,0,0.60093,-0.10376,0
13.98,7.8435,0,0.59681,-0.10317,0
13.589,7.1327,0,0.60503,-0.10414,0
14.728,8.3317,0,0.58853,-0.10601,0
14.641,8.9788,0,0.5843,-0.1017,0
14.511,9.7563,0,0.58019,-0.097401,0
14.807,10.41,0,0.57609,-0.097145,0
13.033,6.4125,0,0.61723,-0.1045,0
12.512,5.522,0,0.63394,-0.10786,0
12.158,5.5047,0,0.63793,-0.10384,0
12.5,5.861,0,0.62954,-0.10417,0
12.47,6.2027,0,0.62532,-0.10041,0
12.64,6.3905,0,0.62122,-0.10051,0
12.072,-2.9911,0,0.70611,-0.089918,0
11.981,-2.4255,0,0.70214,-0.089897,0
12.003,-1.7072,0,0.69814,-0.093861,0
11.892,-1.048,0,0.69415,-0.094141,0
11.671,-0.4779,0,0.69015,-0.090591,0
12.332,-5.2069,0,0.72615,-0.089744,0
12.453,-4.7999,0,0.72192,-0.093069,0
12.405,-3.9087,0,0.71394,-0.094607,0
12.361,-4.4098,0,0.71798,-0.09199,0
12.165,-3.5122,0,0.7101,-0.09025,0
11.447,0.10148,0,0.68617,-0.086875,0
11.328,0.81538,0,0.68219,-0.086969,0
11.297,1.6988,0,0.67805,-0.09102,0
11.254,2.605,0,0.67386,-0.095101,0
11.224,3.5053,0,0.66942,-0.099257,0
11.31,4.2349,0,0.66441,-0.10369,0
11.753,4.4697,0,0.65815,-0.11073,0
11.485,4.4712,0,0.66109,-0.10701,0
11.705,4.7158,0,0.65472,-0.10705,0
11.669,4.9941,0,0.65073,-0.10331,0
11.654,5.2964,0,0.64627,-0.099697,0
11.814,5.4728,0,0.64197,-0.099846,0
12.154,-5.5359,0,0.73031,-0.085906,0
9.1759,-5.1253,0,0.7704,-0.015026,0
9.3527,-5.5209,0,0.76421,-0.024685,0
9.6401,-5.773,0,0.75807,-0.034118,0
9.7569,-5.9699,0,0.75661,-0.039773,0
9.9378,-6.0807,0,0.75446,-0.044762,0
10.332,-5.8992,0,0.74779,-0.050132,0
10.532,-5.9499,0,0.74607,-0.054846,0
10.729,-5.9928,0,0.74466,-0.059313,0
10.931,-6.038,0,0.74351,-0.063713,0
11.232,-5.8733,0,0.73895,-0.068381,0
11.507,-5.7071,0,0.7345,-0.072966,0
11.752,-5.5025,0,0.73028,-0.077448,0
11.957,-5.519,0,0.73023,-0.081808,0
9.0334,-4.7099,0,0.77759,-0.0067177,0
8.5689,-4.0876,0,0.7922,0.00099839,0
8.9945,-4.2371,0,0.78427,0.0011155,0
5.7132,-1.9657,0,0.83745,0.00021431,0
6.2729,-0.73395,0,0.8463,0.0087281,0
6.9903,0.31929,0,0.85477,0.016998,0
7.749,1.1937,0,0.86291,0.025059,0
7.6338,1.8328,0,0.8709,0.025089,0
5.4376,-3.3076,0,0.82801,-0.008689,0
6.8625,-3.8381,0,0.81313,-0.0056185,0
7.7581,-3.6274,0,0.80683,0.00095705,0
8.1516,-3.9014,0,0.79948,0.00065963,0
7.5168,2.347,0,0.87865,0.025111,0
7.4024,2.7369,0,0.88628,0.025128,0
8.2572,3.1344,0,0.89386,0.033262,0
9.1004,3.4209,0,0.90119,0.041232,0
9.5425,3.586,0,0.90871,0.045642,0
10.511,3.7128,0,0.92244,0.054535,0
10.419,3.6825,0,0.91391,0.053443,0
10.683,3.5486,0,0.94685,0.056097,0
10.633,3.6504,0,0.93877,0.055755,0
10.749,3.3898,0,0.95489,0.056483,0
11.844,2.8694,0,0.97088,0.064802,0
11.778,3.1437,0,0.9629,0.064552,0
10.575,3.7016,0,0.93065,0.055234,0
10.922,1.2666,0,1.0029,0.056813,0
11.998,0.74429,0,1.011,0.065071,0
10.916,1.7523,0,0.99489,0.056803,0
10.899,2.1899,0,0.98689,0.056802,0
11.881,2.5421,0,0.97889,0.064802,0
13.122,-0.32532,0,1.0267,0.073763,0
13.101,0.21315,0,1.019,0.07352,0
9.9305,-3.5442,0,1.0863,0.052005,0
10.755,-3.4581,0,1.0943,0.060057,0
11.467,-3.173,0,1.1025,0.068038,0
11.329,-2.9055,0,1.1107,0.067955,0
10.851,-3.482,0,1.0786,0.060021,0
10.912,-3.2887,0,1.0709,0.060022,0
11.02,-2.9722,0,1.0638,0.060358,0
11.066,-2.5474,0,1.0567,0.060188,0
12.034,-1.4668,0,1.042,0.066234,0
12.076,-1.9915,0,1.0494,0.066982,0
10.44,-1.5341,0,1.135,0.051766,0
10.771,-2.0949,0,1.127,0.059796,0
11.243,-2.5602,0,1.119,0.067837,0
13.14,-0.86411,0,1.0343,0.074086,0
10.937,-1.1257,0,1.1437,0.059501,0
11.422,-0.69158,0,1.1528,0.067228,0
11.899,-0.27106,0,1.162,0.074918,0
12.368,0.1255,0,1.1711,0.082576,0
12.769,0.46555,0,1.1798,0.089196,0
12.729,0.66063,0,1.1847,0.088203,0
13.432,0.92779,0,1.1946,0.10011,0
13.26,0.58382,0,1.1845,0.098358,0
14.181,1.8945,0,1.2603,0.10276,0
12.537,1.8834,0,1.2359,0.086053,0
13.3,1.935,0,1.2439,0.094117,0
14.056,1.899,0,1.2521,0.1024,0
12.49,1.7475,0,1.2277,0.085689,0
12.459,1.5849,0,1.2195,0.08529,0
13.053,1.4039,0,1.2114,0.092824,0
13.511,1.1718,0,1.2031,0.10043,0
13.884,0.14415,0,1.3339,0.091249,0
14.782,-0.22072,0,1.3421,0.10073,0
14.312,0.45624,0,1.3258,0.096034,0
14.762,0.99137,0,1.3098,0.10246,0
14.821,0.71831,0,1.3179,0.10237,0
13.935,1.5599,0,1.2928,0.095117,0
14.547,1.6269,0,1.2849,0.10332,0
14.721,1.2386,0,1.3015,0.10298,0
15.061,1.64,0,1.2769,0.11166,0
14.927,1.7316,0,1.2686,0.11142,0
15.539,-0.53737,0,1.35,0.1101,0
16.119,-0.80144,0,1.3579,0.1192,0
16.459,-0.99423,0,1.3658,0.12789,0
16.55,-1.1062,0,1.3742,0.136,0
16.41,-1.2382,0,1.3829,0.13802,0
16.229,-1.2863,0,1.3914,0.14103,0
16.058,-1.0001,0,1.3984,0.15501,0
15.775,12.407,0,0.56393,-0.096466,0
16.011,11.497,0,0.568,-0.10054,0
15.334,12.934,0,0.55992,-0.092398,0
15.563,12.885,0,0.55603,-0.092322,0
15.125,11.165,0,0.57202,-0.096878,0
11.779,-6.423,0,0.37743,-0.11421,0
11.519,-5.5342,0,0.37311,-0.11063,0
11.205,-4.3089,0,0.36899,-0.11079,0
10.544,-1.5407,0,0.36087,-0.11487,0
10.218,-0.11363,0,0.35677,-0.11889,0
10.92,-3.0541,0,0.36493,-0.11087,0
11.482,3.6089,0,0.31997,-0.12044,0
11.707,3.7053,0,0.31602,-0.1197,0
12.004,3.5424,0,0.31169,-0.12349,0
12.28,3.3809,0,0.30759,-0.12739,0
12.547,3.2249,0,0.30355,-0.1313,0
12.813,3.069,0,0.29947,-0.13532,0
10.062,1.0208,0,0.35262,-0.11892,0
9.938,2.0549,0,0.34835,-0.12293,0
10.011,2.7346,0,0.34411,-0.12297,0
10.217,3.1189,0,0.33992,-0.12288,0
10.604,2.9678,0,0.3355,-0.12674,0
11.14,3.0437,0,0.32756,-0.12763,0
10.861,3.0742,0,0.33147,-0.126,0
11.285,3.4342,0,0.32373,-0.12239,0
12.546,-8.7245,0,0.38556,-0.10958,0
12.198,-7.7666,0,0.38142,-0.11003,0
14.264,-10.872,0,0.40933,-0.11102,0
14.085,-10.553,0,0.40552,-0.11478,0
13.853,-10.127,0,0.40186,-0.11854,0
13.528,-10.089,0,0.39789,-0.11533,0
13.207,-9.9105,0,0.39386,-0.11217,0
15.036,-11.165,0,0.42088,-0.11118,0
14.63,-11.291,0,0.41706,-0.1072,0
14.397,-11.176,0,0.41324,-0.10718,0
12.888,-9.5439,0,0.38968,-0.10905,0
15.171,-11.665,0,0.42481,-0.10722,0
17.727,-16.064,0,0.45958,-0.10072,0
17.423,-16.213,0,0.45571,-0.10058,0
17.638,-15.783,0,0.45187,-0.10433,0
17.195,-15.437,0,0.44804,-0.10397,0
17.112,-14.383,0,0.44421,-0.10749,0
16.299,-14.068,0,0.44037,-0.10338,0
15.907,-13.3,0,0.4365,-0.10329,0
15.56,-12.697,0,0.43265,-0.10319,0
15.255,-12.263,0,0.42876,-0.10322,0
18.01,-15.727,0,0.4635,-0.10077,0
20.447,-13.06,0,0.47573,-0.10888,0
19.364,-14.239,0,0.47154,-0.10486,0
18.28,-15.219,0,0.46745,-0.10079,0
17.596,7.8061,0,0.5313,-0.094559,0
17.799,6.3801,0,0.5273,-0.094594,0
19.052,4.6465,0,0.52326,-0.098577,0
20.226,2.8508,0,0.51919,-0.10253,0
21.276,1.0269,0,0.51503,-0.10638,0
22.183,-0.75655,0,0.51085,-0.11018,0
21.291,-2.47,0,0.50667,-0.10604,0
21.244,-4.2481,0,0.50241,-0.10601,0
22.008,-5.7406,0,0.4985,-0.1099,0
22.192,-7.4727,0,0.49372,-0.1118,0
21.223,-9.4775,0,0.48852,-0.10827,0
20.168,-11.188,0,0.48391,-0.10461,0
19.934,-12.367,0,0.47976,-0.10478,0
16.898,12.081,0,0.54992,-0.096702,0
17.328,11.652,0,0.54743,-0.097816,0
17.794,10.802,0,0.54309,-0.098267,0
18.077,9.8935,0,0.53915,-0.098326,0
15.768,12.619,0,0.55214,-0.092115,0
17.368,9.0735,0,0.53528,-0.094502,0
15.124,-0.012613,0,1.6927,1.0029,0
15.143,-0.024053,0,1.6373,0.95508,0
15.165,-0.032452,0,1.5829,0.90726,0
15.19,-0.039028,0,1.5304,0.85868,0
15.218,-0.042949,0,1.4791,0.80964,0
15.25,-0.04406,0,1.4284,0.76016,0
15.285,-0.041291,0,1.3778,0.71066,0
15.324,-0.034284,0,1.328,0.66041,0
15.366,-0.021982,0,1.2774,0.61075,0
15.411,-0.0052065,0,1.2279,0.561,0
15.456,0.015143,0,1.1776,0.51216,0
15.501,0.037195,0,1.1266,0.46461,0
15.554,0.060684,0,1.0744,0.41695,0
16.315,-0.83081,0,1.385,0.15909,0
16.669,-0.34893,0,1.3541,0.16382,0
16.565,-0.59001,0,1.3679,0.16123,0
16.632,-0.10539,0,1.3403,0.17061,0
16.591,0.17149,0,1.3213,0.17223,0
16.381,0.52349,0,1.2925,0.17043,0
16.538,0.43495,0,1.3039,0.16722,0
16.222,0.58881,0,1.2804,0.17244,0
16.03,0.49461,0,1.2684,0.1853,0
15.862,0.41032,0,1.2509,0.19713,0
15.731,0.29244,0,1.2273,0.20908,0
15.656,0.14423,0,1.1998,0.21652,0
15.726,-0.18028,0,1.151,0.21066,0
15.627,-0.095795,0,1.167,0.20511,0
15.919,-0.11504,0,1.1152,0.23554,0
15.957,-0.0046997,0,1.0821,0.25359,0
15.81,0.078958,0,1.0578,0.29079,0
15.845,-0.21266,0,1.1337,0.21597,0
15.615,0.098782,0,1.0217,0.36717,0
15.704,0.12428,0,1.0191,0.32053,0
14.539,-0.1862,0,1.4813,0.14537,0
14.511,-0.445,0,1.4683,0.14278,0
14.38,-0.78168,0,1.4577,0.13442,0
13.637,-0.88027,0,1.4644,0.1141,0
13.825,-0.50122,0,1.472,0.12247,0
13.774,-0.26736,0,1.4796,0.12224,0
13.865,-0.07386,0,1.4865,0.12511,0
14.251,-0.069621,0,1.4872,0.13646,0
14.092,-0.99074,0,1.4567,0.1241,0
13.216,6.6163,0,0.61316,-0.10451,0
13.4,6.8508,0,0.6091,-0.10439,0
14.178,8.2283,0,0.59265,-0.10254,0
13.504,7.6858,0,0.60089,-0.099727,0
13.677,8.0723,0,0.59675,-0.099161,0
13.327,7.3356,0,0.605,-0.10015,0
14.394,8.5979,0,0.58848,-0.10204,0
14.251,9.2545,0,0.58429,-0.097625,0
14.07,10.041,0,0.58016,-0.093336,0
14.322,10.724,0,0.57605,-0.093135,0
12.809,6.5842,0,0.61718,-0.10055,0
12.326,5.6819,0,0.63374,-0.10401,0
11.974,5.6558,0,0.63774,-0.099992,0
12.303,6.0193,0,0.62942,-0.10029,0
12.261,6.3585,0,0.62525,-0.096485,0
12.422,6.5483,0,0.62118,-0.096579,0
11.936,-3.0772,0,0.70618,-0.086179,0
11.85,-2.5186,0,0.70218,-0.086121,0
11.884,-1.8172,0,0.69817,-0.090021,0
11.782,-1.1633,0,0.69416,-0.090312,0
11.559,-0.59513,0,0.69016,-0.086691,0
12.273,-4.8523,0,0.72209,-0.088985,0
12.135,-5.2274,0,0.72623,-0.085526,0
12.261,-3.9865,0,0.71407,-0.09094,0
12.192,-4.4715,0,0.71811,-0.087988,0
12.019,-3.5911,0,0.71019,-0.086443,0
11.335,-0.017136,0,0.68619,-0.082899,0
11.221,0.69297,0,0.68219,-0.082976,0
11.202,1.5529,0,0.67814,-0.087019,0
11.166,2.4508,0,0.67399,-0.091077,0
11.13,3.3624,0,0.66967,-0.09516,0
11.155,4.1965,0,0.66479,-0.099211,0
11.557,4.5932,0,0.65849,-0.1067,0
11.356,4.6463,0,0.65955,-0.10286,0
11.505,4.8469,0,0.65506,-0.10309,0
11.486,5.1387,0,0.65068,-0.099496,0
11.475,5.4436,0,0.64607,-0.09585,0
11.631,5.6179,0,0.64179,-0.095983,0
9.3556,-4.7769,0,0.77045,-0.0080398,0
9.503,-5.1386,0,0.76282,-0.017307,0
9.6102,-5.5066,0,0.75856,-0.027894,0
9.8844,-5.6016,0,0.75251,-0.03549,0
9.9993,-5.7292,0,0.75116,-0.04048,0
10.164,-5.8235,0,0.7493,-0.045563,0
10.486,-5.6767,0,0.74288,-0.050619,0
10.661,-5.7234,0,0.74151,-0.055124,0
10.854,-5.7587,0,0.74009,-0.059694,0
11.037,-5.8142,0,0.73943,-0.064005,0
11.307,-5.6668,0,0.73479,-0.068575,0
11.551,-5.4824,0,0.7304,-0.073069,0
11.749,-5.2363,0,0.7263,-0.077109,0
11.945,-5.23,0,0.72619,-0.081419,0
9.3298,-4.3503,0,0.77701,0.0005033,0
8.9709,-3.7249,0,0.79164,0.0083438,0
9.341,-3.8938,0,0.78387,0.0082103,0
6.1864,-2.6288,0,0.82929,-0.00029862,0
6.6073,-1.4504,0,0.83825,0.0084984,0
7.2002,-0.41005,0,0.84668,0.016866,0
7.8674,0.49708,0,0.85492,0.025032,0
8.5092,1.9316,0,0.871,0.033081,0
8.5584,1.2794,0,0.863,0.033074,0
6.6792,-3.0655,0,0.82192,-0.00030413,0
7.2523,-3.2935,0,0.815,0.0010681,0
8.225,-3.1963,0,0.8072,0.0087132,0
8.5971,-3.4949,0,0.7994,0.00852,0
8.4454,2.4683,0,0.87885,0.033169,0
8.3613,2.864,0,0.88653,0.033282,0
9.2148,3.2559,0,0.89456,0.041601,0
10.124,3.5571,0,0.90435,0.050313,0
11.375,3.7342,0,0.92187,0.061661,0
11.216,3.7118,0,0.91322,0.060111,0
11.634,3.5341,0,0.94679,0.063826,0
11.561,3.6482,0,0.93867,0.063326,0
11.709,3.3656,0,0.95487,0.06425,0
12.835,2.8299,0,0.9709,0.072716,0
12.764,3.1085,0,0.96289,0.072466,0
11.477,3.7124,0,0.93038,0.062625,0
11.971,1.2593,0,1.0029,0.064905,0
13.066,0.73759,0,1.0111,0.073274,0
11.952,1.7326,0,0.99493,0.064882,0
11.915,2.1631,0,0.98689,0.064802,0
12.888,2.503,0,0.97889,0.072802,0
14.202,-0.31111,0,1.0267,0.082061,0
14.17,0.20855,0,1.019,0.081815,0
10.803,-3.53,0,1.0864,0.060043,0
11.616,-3.356,0,1.0944,0.068067,0
12.246,-2.9848,0,1.1026,0.075994,0
12.011,-2.7487,0,1.1109,0.075885,0
11.87,-3.3934,0,1.0789,0.068093,0
11.987,-3.2064,0,1.0713,0.068153,0
12.082,-2.883,0,1.0639,0.068144,0
12.116,-2.4677,0,1.0567,0.067793,0
13.162,-1.4005,0,1.0419,0.074541,0
13.187,-1.9109,0,1.0493,0.075137,0
10.87,-1.5942,0,1.1354,0.059682,0
11.233,-2.1416,0,1.1273,0.067732,0
11.826,-2.4659,0,1.1193,0.07575,0
14.227,-0.83027,0,1.0343,0.082359,0
11.372,-1.1581,0,1.1443,0.067435,0
11.861,-0.71128,0,1.1535,0.075199,0
12.347,-0.27469,0,1.1629,0.08311,0
12.822,0.14564,0,1.1727,0.09108,0
13.778,0.83911,0,1.1944,0.10792,0
13.662,0.54116,0,1.1858,0.10763,0
14.777,1.7853,0,1.2604,0.11092,0
13.212,1.8485,0,1.2358,0.093733,0
13.928,1.8644,0,1.2439,0.10189,0
14.621,1.7998,0,1.2522,0.11028,0
13.138,1.7279,0,1.2276,0.093326,0
13.082,1.5777,0,1.2194,0.092969,0
13.572,1.37,0,1.2113,0.10057,0
13.9,1.092,0,1.203,0.10829,0
14.581,0.11671,0,1.334,0.098635,0
15.407,-0.22337,0,1.342,0.10837,0
14.948,0.40886,0,1.3261,0.10327,0
15.389,0.63545,0,1.3188,0.10945,0
15.404,0.87809,0,1.311,0.11059,0
14.643,1.4535,0,1.2932,0.10321,0
15.173,1.5106,0,1.2852,0.11162,0
15.328,1.1355,0,1.3021,0.11078,0
15.449,1.6024,0,1.2687,0.11991,0
15.595,1.5111,0,1.277,0.12024,0
16.069,-0.51204,0,1.3496,0.1179,0
16.499,-0.73964,0,1.3574,0.12702,0
16.664,-0.89444,0,1.3653,0.13543,0
16.462,-1.0627,0,1.3817,0.14564,0
16.619,-0.99427,0,1.3735,0.14205,0
16.278,-1.0737,0,1.3895,0.14922,0
15.081,12.712,0,0.56394,-0.092438,0
15.442,11.886,0,0.56797,-0.096577,0
14.542,13.162,0,0.5599,-0.088344,0
14.709,13.113,0,0.5559,-0.088201,0
14.58,11.49,0,0.572,-0.092891,0
11.852,-6.6939,0,0.37727,-0.1104,0
11.616,-5.8131,0,0.37304,-0.1067,0
11.314,-4.5791,0,0.36895,-0.10686,0
10.662,-1.7692,0,0.36084,-0.11087,0
10.324,-0.29798,0,0.35676,-0.11489,0
11.04,-3.3142,0,0.36491,-0.10687,0
11.394,3.8574,0,0.32059,-0.11618,0
11.64,3.9446,0,0.31634,-0.11557,0
11.946,3.7711,0,0.31185,-0.11942,0
12.233,3.6042,0,0.30754,-0.12331,0
12.509,3.4433,0,0.3033,-0.12722,0
12.775,3.283,0,0.29913,-0.13119,0
13.032,3.1235,0,0.29505,-0.13521,0
13.069,2.9146,0,0.29543,-0.1394,0
10.153,0.90709,0,0.35258,-0.11492,0
9.9825,2.0371,0,0.34839,-0.11894,0
10.006,2.8337,0,0.34419,-0.11894,0
10.154,3.3269,0,0.3401,-0.11891,0
10.49,3.2647,0,0.3358,-0.12266,0
11.067,3.2487,0,0.32772,-0.1243,0
10.746,3.3345,0,0.33201,-0.12215,0
11.216,3.6059,0,0.32414,-0.11949,0
12.584,-8.9951,0,0.38541,-0.10582,0
12.255,-8.0371,0,0.38127,-0.1062,0
14.178,-11.096,0,0.40939,-0.10718,0
14.03,-10.797,0,0.40552,-0.11101,0
13.821,-10.39,0,0.40174,-0.11493,0
13.513,-10.364,0,0.39779,-0.11163,0
13.205,-10.181,0,0.39371,-0.10844,0
14.888,-11.454,0,0.42093,-0.10721,0
14.489,-11.533,0,0.41714,-0.10326,0
14.278,-11.394,0,0.41331,-0.1033,0
12.904,-9.81,0,0.38952,-0.10528,0
14.977,-11.957,0,0.42487,-0.10323,0
17.007,-16.32,0,0.45959,-0.096703,0
16.76,-16.484,0,0.45572,-0.096587,0
17.083,-16.147,0,0.45188,-0.10034,0
16.708,-15.83,0,0.44806,-0.10004,0
16.738,-14.835,0,0.44421,-0.10364,0
15.93,-14.456,0,0.4404,-0.099484,0
15.583,-13.664,0,0.43657,-0.099319,0
15.279,-13.014,0,0.43272,-0.099259,0
15.008,-12.552,0,0.42884,-0.09922,0
17.24,-15.978,0,0.4635,-0.096759,0
19.66,-13.393,0,0.4756,-0.10485,0
18.546,-14.541,0,0.47144,-0.10081,0
17.466,-15.464,0,0.46745,-0.096782,0
16.508,8.0159,0,0.53137,-0.090609,0
16.676,6.5533,0,0.52732,-0.090608,0
17.967,4.818,0,0.52329,-0.094601,0
19.19,2.9966,0,0.51921,-0.09853,0
20.311,1.1276,0,0.51505,-0.10239,0
21.308,-0.70706,0,0.51086,-0.1062,0
20.334,-2.434,0,0.50677,-0.10211,0
20.316,-4.1801,0,0.50269,-0.10216,0
21.191,-6.2179,0,0.49758,-0.10626,0
21.275,-7.9472,0,0.49298,-0.10745,0
20.334,-9.864,0,0.48805,-0.10428,0
19.244,-11.503,0,0.48365,-0.1006,0
19.052,-12.677,0,0.47956,-0.10079,0
16.007,12.106,0,0.54801,-0.092092,0
16.77,11.636,0,0.54607,-0.094843,0
16.917,11.067,0,0.54306,-0.094559,0
17.13,10.17,0,0.53925,-0.094494,0
14.866,12.825,0,0.55185,-0.087998,0
16.319,9.3074,0,0.53538,-0.090587,0
15.137,-0.011662,0,1.643,1.003,0
15.155,-0.021832,0,1.5879,0.9553,0
15.176,-0.029005,0,1.5339,0.9074,0
15.2,-0.034247,0,1.4817,0.85891,0
